wkt_geom	tid	big_slope	curvature	width_change
Polygon ((192140 442285, 192145 442285, 192145 442280, 192140 442280, 192140 442285))	35422	0.025105677545070648	0.002931957133114338	0.05060442537069321
Polygon ((192140 442290, 192145 442290, 192145 442285, 192140 442285, 192140 442290))	35423	0.04116206616163254	0.0011920356191694736	0.11279074847698212
Polygon ((192140 442295, 192145 442295, 192145 442290, 192140 442290, 192140 442295))	35424	0.06508873403072357	-0.0008960151462815702	0.18404407799243927
Polygon ((192145 442320, 192150 442320, 192150 442315, 192145 442315, 192145 442320))	35427	-0.1979028284549713	0.0202960018068552	0.14011895656585693
Polygon ((192145 442325, 192150 442325, 192150 442320, 192145 442320, 192145 442325))	35428	-0.09443919360637665	-0.04010002315044403	0.06126599386334419
Polygon ((192145 442330, 192150 442330, 192150 442325, 192145 442325, 192145 442330))	35429	0.007441713474690914	0.021044006571173668	-0.07385959476232529
Polygon ((192145 442335, 192150 442335, 192150 442330, 192145 442330, 192145 442335))	35430	0.049268629401922226	0.0052920151501894	-0.06583723425865173
Polygon ((192145 442340, 192150 442340, 192150 442335, 192145 442335, 192145 442340))	35431	0.0437682680785656	-0.003940048161894083	-0.1208142638206482
Polygon ((192145 442345, 192150 442345, 192150 442340, 192145 442340, 192145 442345))	35432	0.020986666902899742	-0.005163974594324827	-0.1276599019765854
Polygon ((192130 442320, 192135 442320, 192135 442315, 192130 442315, 192130 442320))	35433	-0.12534482777118683	-0.010799999348819256	-0.18216651678085327
Polygon ((192130 442330, 192135 442330, 192135 442325, 192130 442325, 192130 442330))	35435	-0.0587572418153286	-0.011315993964672089	-0.18822582066059113
