tid,slope,roughness,bed_level_x,aspect,bed_level_y,change,change_norm,predicted_target_norm,predicted_target
35661,6.964,0.007,7.0377,198.049,6.9956,-0.04210000000000047,-0.7673383038912838,-0.3597237,-0.008546013
35662,2.4719,0.0019,6.6911,218.282,6.7085,0.017400000000000304,-0.04453090631500493,-0.022442713,0.019218255
35663,2.8225,0.0031,6.8021,196.021,6.771,-0.03110000000000035,-0.6337100455158375,-0.10010438,0.012825307
35664,7.6414,0.0074,7.2018,198.114,7.1699,-0.03190000000000026,-0.6434284643067779,-0.40365887,-0.012162665
35665,6.1392,0.0058,7.7886,196.661,7.7815,-0.00709999999999944,-0.3421574817875834,-0.2919482,-0.002966877
35666,1.1492,0.0012,7.8909,4.463,8.0274,0.13649999999999984,1.4022986911863962,0.29644936,0.04546879
35667,2.2015,0.002,7.7522,10.6879,7.7514,-0.0007999999999999119,-0.26562493380892527,0.074644655,0.027210284
35668,6.3681,0.0075,7.7423,208.083,7.6768,-0.06550000000000011,-1.0516020535263164,-0.41404372,-0.013017526
35669,3.024,0.0036,8.0663,36.1618,8.1605,0.09420000000000073,0.8884372976153783,-0.084252015,0.014130241
35670,4.6912,0.0046,7.7074,32.6573,7.6779,-0.029499999999999638,-0.614273207933946,-0.15510063,0.008298131
35671,0.91,0.002,7.5805,13.7534,7.5032,-0.07730000000000015,-1.1949487306927031,0.20832384,0.03821448
35672,6.4031,0.0069,7.2825,34.6753,7.1609,-0.12159999999999993,-1.7331061712410827,-0.289778,-0.002788229
35673,4.3487,0.0047,6.892,16.3665,6.8944,0.0023999999999997357,-0.2267512586451638,-0.09457995,0.013280068
35674,0.9371,0.0017,7.5944,21.1565,7.5636,-0.03080000000000016,-0.6300656384692321,0.26412606,0.042808
35675,4.1054,0.0046,7.4977,25.4568,7.3643,-0.13339999999999996,-1.8764528484074694,-0.12663798,0.010641117
35676,5.8427,0.0064,7.0148,28.9159,6.977,-0.037799999999999834,-0.7151018028899658,-0.22998308,0.0021339636
35677,3.4728,0.0033,6.7574,26.4234,6.785,0.027600000000000513,0.07937893326950095,0.01589109,0.022373812
35678,2.4823,0.0016,6.6956,22.7396,6.6966,0.001000000000000334,-0.24375849152930404,0.15119222,0.03351152
35679,2.3453,0.0015,6.6812,192.471,6.6828,0.001600000000000712,-0.23646967743609337,0.009425968,0.021841617
35680,2.6031,0.0022,6.7477,192.05,6.7273,-0.020400000000000418,-0.5037261941869966,-0.05363529,0.016650546
35681,8.3766,0.0083,6.9998,204.559,6.9785,-0.02129999999999921,-0.514659415326791,-0.46002036,-0.016802227
35682,2.3361,0.0015,6.6824,188.046,6.684,0.0015999999999998238,-0.23646967743610417,0.009598702,0.021855837
35683,2.7215,0.0032,6.7863,193.128,6.7533,-0.032999999999999474,-0.6567912901443128,-0.09987122,0.012844501
35684,9.8521,0.0097,7.2554,205.153,7.232,-0.023399999999999643,-0.5401702646530175,-0.5970279,-0.028080402
35685,4.6961,0.0053,7.9072,205.671,7.8522,-0.054999999999999716,-0.9240478068952053,-0.25181466,0.0003368333
35686,6.1923,0.0056,7.812,42.6878,7.8646,0.05259999999999998,0.38307952048641447,-0.25185883,0.00033319741
35687,4.6785,0.0043,7.8453,55.4686,8.0195,0.1742000000000008,1.8602791767095228,-0.1417051,0.009400823
35688,1.3544,0.0023,7.6281,34.9543,7.6317,0.0036000000000004917,-0.21217363045874246,0.1305624,0.031813316
35689,0.9647,0.0016,7.5895,6.9863,7.5351,-0.054400000000000226,-0.9167589928020053,0.2608402,0.042537514
35690,6.4403,0.0062,7.2926,29.4182,7.1942,-0.09839999999999982,-1.4512720263037795,-0.25471324,9.8228455e-05
35691,4.1393,0.0042,6.8801,17.6867,6.8822,0.002100000000000435,-0.23039566569175834,-0.060978487,0.01604607
35692,3.4528,0.0027,6.7278,13.85,6.7414,0.01359999999999939,-0.09069339557198786,0.047499776,0.024975775
35693,2.484,0.0015,6.6697,22.3494,6.6761,0.006400000000000183,-0.17815916469045118,0.16351028,0.034525517
35694,7.1587,0.0071,7.146,29.413,7.0768,-0.06919999999999948,-1.096549740434413,-0.31029916,-0.0044774897
35695,4.9143,0.004,6.8013,14.674,6.8297,0.028399999999999537,0.08909735206043053,-0.0640053,0.01579691
35696,3.4527,0.0026,6.6789,15.0953,6.7111,0.03220000000000045,0.13525984131741345,0.05696352,0.02575481
35697,2.4384,0.0015,6.674,265.634,6.6793,0.005299999999999194,-0.19152199052800767,0.067925975,0.026657216
35698,2.5639,0.0019,6.6931,195.229,6.6751,-0.018000000000000682,-0.4745709378141755,-0.033735014,0.018288696
35699,9.1027,0.0091,6.9542,202.018,6.9117,-0.042500000000000426,-0.7721975132867539,-0.52302295,-0.021988468
35700,7.819,0.0086,7.7967,204.997,7.7548,-0.04190000000000005,-0.7649086991935432,-0.50859505,-0.020800794
35701,10.6521,0.0104,7.2282,205.881,7.174,-0.054199999999999804,-0.9143293881042649,-0.6565196,-0.032977633
35702,3.0546,0.0032,7.9921,16.6313,8.052,0.05989999999999984,0.4717600919537534,-0.05957383,0.016161699
35703,2.9826,0.0033,7.6688,28.1786,7.6684,-0.00039999999999995595,-0.2607657244134551,-0.03911026,0.017846217
35704,1.4713,0.0028,7.5674,10.8807,7.4962,-0.07120000000000015,-1.1208457874117748,0.055600315,0.025642594
35705,4.7126,0.0044,7.8953,31.6292,7.9109,0.015600000000000058,-0.06639734859462615,-0.15922053,0.007958989
35706,1.0742,0.0017,7.6109,12.2964,7.5836,-0.027300000000000324,-0.5875475562588653,0.23680806,0.04055924
35707,5.287,0.005,7.4792,22.3501,7.3296,-0.1495999999999995,-2.073250828924028,-0.1769153,0.006502392
35708,4.4575,0.0054,6.93,19.6528,6.9196,-0.010399999999999743,-0.38224595930022043,-0.1373833,0.009756585
35709,3.2291,0.0029,6.7571,19.4247,6.7804,0.023299999999999876,0.02714243226818298,0.041505083,0.024482304
35710,2.527,0.002,6.6849,10.8491,6.6901,0.0052000000000003155,-0.1927367928768617,0.116199374,0.030630983
35711,1.6117,0.0014,6.6828,225.382,6.6776,-0.0052000000000003155,-0.3190762371591081,0.08859126,0.02835834
35712,2.6993,0.0032,6.7251,188.987,6.6981,-0.027000000000000135,-0.58390314921226,-0.09420511,0.013310923
35713,2.9842,0.0025,6.7112,14.2137,6.7123,0.001100000000000101,-0.2425436891804392,0.07102667,0.026912458
35714,1.9511,0.0013,6.6765,187.58,6.6797,0.0032000000000005357,-0.21703283985421265,0.07463038,0.027209109
35715,2.4611,0.0016,6.713,210.76,6.6854,-0.027600000000000513,-0.5911919633054707,0.00087200105,0.021137472
35716,5.1185,0.0056,6.7856,198.124,6.7552,-0.030399999999999316,-0.6252064290737512,-0.2452039,0.0008810181
35717,9.0035,0.0094,7.522,203.415,7.4507,-0.07129999999999992,-1.1220605897606395,-0.5766362,-0.026401801
35718,1.4141,0.0014,8.0796,348.863,8.2129,0.1333000000000002,1.3634250160226347,0.050075784,0.025187826
35719,2.4968,0.003,7.1755,15.0018,7.1632,-0.012300000000000644,-0.4053272039287173,0.022075057,0.022882864
35720,3.544,0.0034,6.9138,9.1853,6.9128,-0.001000000000000334,-0.2680545385066658,-0.008128107,0.020396603
35721,3.1675,0.0026,6.7295,353.235,6.7894,0.05989999999999984,0.4717600919537534,0.053722918,0.02548805
35722,2.474,0.0019,6.7125,330.827,6.7285,0.016000000000000014,-0.06153813919915597,0.09833144,0.02916013
35723,1.9587,0.0013,6.6915,323.082,6.704,0.012500000000000178,-0.10405622140952277,0.17516202,0.035484664
35724,1.7064,0.0012,6.6923,229.511,6.6855,-0.006800000000000139,-0.3385130747409888,0.106119454,0.029801225
35725,1.6743,0.002,6.7564,185.217,6.7268,-0.029600000000000293,-0.6154880102828216,0.015267268,0.022322461
35726,9.2319,0.009,7.1195,202.043,7.0824,-0.03710000000000058,-0.7065981864479011,-0.5313323,-0.02267248
35727,2.6499,0.0024,6.7826,351.822,6.7975,0.014899999999999913,-0.07490096503670167,0.054756716,0.025573151
35728,2.3534,0.0018,6.7044,349.151,6.7118,0.007400000000000517,-0.16601114120177032,0.13679525,0.032326393
35729,1.914,0.0012,6.6986,214.268,6.7185,0.019899999999999807,-0.014160847593318978,0.083368436,0.027928408
35730,1.4811,0.0012,6.7361,227.174,6.711,-0.025100000000000122,-0.560821904583774,0.11710192,0.030705279
35731,2.4333,0.0026,6.7717,186.126,6.7468,-0.0248999999999997,-0.5583922998860334,-0.06346525,0.015841365
35732,11.4031,0.0106,7.3034,216.706,7.2585,-0.04490000000000016,-0.801352769659575,-0.6900265,-0.035735853
35733,1.4479,0.0011,6.7589,191.676,6.7278,-0.03109999999999946,-0.6337100455158268,0.15749249,0.034030147
35734,2.9808,0.0035,6.8184,194.373,6.788,-0.030399999999999316,-0.6252064290737512,-0.11897944,0.011271552
35735,2.4644,0.0025,7.1142,17.6359,7.1014,-0.012800000000000367,-0.4114012156730523,0.062458366,0.026207134
35736,3.0755,0.0028,6.9026,7.7202,6.8765,-0.026099999999999568,-0.5729699280724441,0.036334112,0.02405664
35737,1.6471,0.0021,7.2015,16.4135,7.1963,-0.0052000000000003155,-0.3190762371591081,0.12567282,0.031410817
35738,2.3555,0.0025,7.0573,19.1495,7.0397,-0.017599999999999838,-0.4697117284186945,0.07019384,0.026843902
35739,2.863,0.0025,6.8694,2.6727,6.8679,-0.0015000000000000568,-0.2741285502510008,0.058698535,0.025897633
35740,1.9183,0.0016,6.7601,348.017,6.7938,0.03369999999999962,0.15348187655041856,0.16611597,0.034740012
35741,1.9202,0.0013,6.7288,328.668,6.7337,0.0049000000000001265,-0.19638119992346706,0.17739323,0.035668332
35742,1.8858,0.0012,6.7147,213.529,6.7201,0.0054000000000007375,-0.19030718817912123,0.08366284,0.027952643
35743,2.7045,0.0029,6.8763,10.9905,6.862,-0.014299999999999535,-0.4296232509060574,0.042624623,0.024574462
35744,2.8143,0.0022,6.7947,13.4019,6.8159,0.02120000000000033,0.0016315829419672114,0.08540836,0.02809633
35745,2.579,0.0019,6.7137,11.0848,6.7342,0.020500000000000185,-0.006872033500108308,0.11969277,0.030918552
35746,2.1131,0.0015,6.6776,61.8564,6.7092,0.03160000000000007,0.12797102722420278,0.20344807,0.037813116
35747,2.2591,0.0023,6.7121,191.214,6.711,-0.001100000000000101,-0.2692693408555306,-0.050100423,0.016941529
35748,6.9812,0.0077,7.0621,201.433,7.0289,-0.033199999999999896,-0.6592208948420533,-0.4019736,-0.012023939
35749,2.039,0.0015,6.6823,22.7942,6.7108,0.028500000000000192,0.09031215440930616,0.18961075,0.036674052
35750,1.6695,0.0013,6.6581,170.044,6.695,0.036900000000000155,0.1923555517141908,0.13578287,0.032243054
35751,3.4239,0.0036,6.7698,182.454,6.746,-0.0237999999999996,-0.5450294740484878,-0.11872688,0.011292342
35752,8.2774,0.0081,7.2781,183.927,7.2292,-0.04890000000000061,-0.8499448636142877,-0.4572417,-0.016573494
35753,5.717,0.0059,7.5107,19.64,7.4884,-0.022299999999999542,-0.5268074388154719,-0.23955353,0.0013461448
35754,3.9397,0.0042,7.1503,16.7598,7.1431,-0.007200000000000095,-0.343372284136459,-0.07673226,0.014749251
35755,2.694,0.0031,6.7389,179.291,6.7114,-0.027499999999999858,-0.589977160956595,-0.07967387,0.014507105
35756,9.123,0.009,7.1803,172.137,7.1379,-0.04239999999999977,-0.7709827109378783,-0.52345353,-0.022023914
35757,4.5038,0.0051,7.3592,18.7925,7.3416,-0.017600000000000726,-0.46971172841870534,-0.1548842,0.008315946
35758,3.6918,0.0039,7.0548,18.35,7.0478,-0.007000000000000561,-0.3409426794387293,-0.046671554,0.017223787
35759,2.8635,0.0026,6.8301,18.9832,6.8321,0.0019999999999997797,-0.23161046804063398,0.06137027,0.026117565
35760,2.4021,0.002,6.7117,36.4592,6.7702,0.05849999999999955,0.45475285906960233,0.12594882,0.031433538
35761,2.8756,0.0037,7.245,15.7827,7.2283,-0.01670000000000016,-0.4587785072788893,-0.030660465,0.018541787
35762,3.8543,0.0037,6.9692,16.3919,6.9689,-0.000300000000000189,-0.25955092206459024,-0.03381969,0.018281724
35763,2.7822,0.0024,6.7605,18.3055,6.7984,0.0378999999999996,0.20450357520286086,0.07915169,0.027581293
35764,2.8491,0.0019,6.6849,4.2335,6.7364,0.05149999999999988,0.3697166946488687,0.10873525,0.03001655
35765,2.1652,0.0015,6.6859,330.168,6.7123,0.026399999999999757,0.0648013050830796,0.15534963,0.03385375
35766,1.5706,0.0012,6.6658,220.08,6.678,0.012199999999999989,-0.10770062845612811,0.11288676,0.030358294
35767,3.9364,0.0043,7.9325,14.2278,7.9226,-0.00990000000000002,-0.37617194755588546,-0.14189939,0.009384829
35768,5.2159,0.0055,7.4454,16.7502,7.4437,-0.001700000000000479,-0.27655815494874125,-0.20123808,0.0045001917
35769,4.633,0.0048,7.083,21.4948,7.0927,0.009699999999999598,-0.13807068717782486,-0.120166555,0.011173831
35770,3.8001,0.003,6.8722,12.1578,6.848,-0.024200000000000443,-0.5498886834439688,0.011680618,0.022027215
35771,3.1936,0.0026,6.783,10.708,6.8105,0.027499999999999858,0.07816413092062531,0.05417995,0.025525672
35772,2.387,0.0017,6.7232,358.272,6.7301,0.006899999999999906,-0.17208515294611615,0.15259182,0.03362673
35773,1.6978,0.0011,6.7202,160.668,6.7377,0.01750000000000007,-0.04331610396614008,0.19005391,0.036710534
35774,2.7318,0.0024,6.7941,25.9436,6.8001,0.005999999999999339,-0.18301837408593213,0.08044289,0.027687583
35775,2.8107,0.002,6.7334,44.6785,6.7732,0.0398000000000005,0.22758481983135773,0.11120282,0.030219676
35776,2.8909,0.0019,6.712,59.7878,6.7127,0.000700000000000145,-0.24740289857590939,0.12963788,0.031737212
35777,1.9343,0.0014,6.7102,162.912,6.7252,0.01499999999999968,-0.07368616268783683,0.11333063,0.030394834
35778,2.4432,0.0027,6.8222,191.872,6.7848,-0.03739999999999988,-0.7102425934944956,-0.07449652,0.014933293
35779,5.7984,0.0063,7.1159,207.91,7.0752,-0.04070000000000018,-0.7503310710071327,-0.30655414,-0.004169207
35780,7.6509,0.008,7.6533,223.758,7.6282,-0.025100000000000122,-0.560821904583774,-0.46997237,-0.017621456
35781,4.6029,0.005,6.8764,198.482,6.8417,-0.03469999999999995,-0.6774429300750692,-0.21477543,0.003385825
35782,7.0318,0.0081,7.3931,209.209,7.3375,-0.055599999999999206,-0.9313366209884052,-0.44642878,-0.015683396
35783,5.1963,0.0055,7.8123,20.0807,7.7913,-0.020999999999999908,-0.5110150082801965,-0.22765668,0.0023254678
35784,4.5694,0.0051,7.3496,13.526,7.3482,-0.0013999999999994017,-0.27291374790212514,-0.15711741,0.008132113
35785,4.1924,0.0041,6.9756,18.8342,6.9839,0.008300000000000196,-0.1550779200619651,-0.063777074,0.015815696
35786,6.1214,0.006,7.659,19.514,7.6394,-0.019599999999999618,-0.49400777539604546,-0.26620996,-0.00084815733
35787,4.1444,0.0046,7.2455,14.6804,7.2377,-0.007799999999999585,-0.3506610982296589,-0.111271024,0.011906092
35788,3.4735,0.0036,6.8948,11.7956,6.8953,0.0004999999999997229,-0.24983250327364986,-0.015261561,0.019809391
35789,2.6942,0.0021,6.7622,1.5843,6.7869,0.024700000000000166,0.04414966515233402,0.09614289,0.028979974
35790,2.5177,0.0018,6.7026,16.975,6.7348,0.03219999999999956,0.13525984131740265,0.13119574,0.03186545
35791,2.0227,0.0015,6.6725,60.4931,6.6975,0.024999999999999467,0.04779407219892856,0.21324739,0.03861977
35792,2.1044,0.0018,6.6887,177.654,6.703,0.014300000000000423,-0.08218977912990155,0.00963299,0.021858659
35793,2.93,0.0018,6.7567,169.858,6.7468,-0.00990000000000002,-0.37617194755588546,-0.00562042,0.02060303
35794,2.8665,0.0017,6.7704,224.898,6.7625,-0.00790000000000024,-0.3518759005785345,-0.02411002,0.019081006
35795,1.9688,0.0021,6.8216,197.227,6.7981,-0.0235000000000003,-0.5413850670018933,-0.028506048,0.018719133
35796,5.5896,0.0059,7.0544,202.258,7.0316,-0.022800000000000153,-0.5328814505598177,-0.27865207,-0.0018723663
35797,7.3369,0.0073,7.6147,208.048,7.6055,-0.009199999999999875,-0.3676683311138099,-0.41371173,-0.012990197
35798,2.0594,0.0019,7.962,347.759,8.0784,0.1164000000000005,1.1581234190640004,-0.04317224,0.017511843
35799,3.2654,0.0038,7.7705,19.9891,7.7675,-0.0030000000000001137,-0.29235058548401666,-0.084096536,0.01414304
35800,7.7589,0.0072,7.3662,23.6157,7.3666,0.00039999999999995595,-0.2510473056225147,-0.34866518,-0.0076356996
35801,3.0504,0.0038,6.8892,15.9671,6.8966,0.007400000000000517,-0.16601114120177032,-0.014612749,0.0198628
35802,3.4035,0.0026,6.8035,15.3581,6.8009,-0.0025999999999992696,-0.2874913760885357,0.049231127,0.025118295
35803,3.5054,0.0022,6.752,49.8429,6.7837,0.03169999999999984,0.12918582957306762,0.08396521,0.027977534
35804,2.2519,0.0027,6.8638,1.0582,6.8611,-0.0026999999999999247,-0.28870617843741136,0.066131786,0.026509523
35805,2.3517,0.0021,6.765,5.2962,6.8031,0.03810000000000002,0.20693317990060137,0.11062206,0.03017187
35806,2.4733,0.0018,6.7144,40.264,6.7444,0.02999999999999936,0.10853418964231125,0.14459679,0.0329686
35807,2.3462,0.0017,6.7349,149.9,6.7439,0.009000000000000341,-0.14657430361988957,0.053230762,0.025447538
35808,2.087,0.0017,6.7994,181.225,6.7688,-0.030600000000000627,-0.6276360337715025,0.024270386,0.02306358
35809,3.1271,0.0033,6.8708,195.21,6.8545,-0.016300000000000203,-0.4539192978834191,-0.11558865,0.011550674
35810,6.7545,0.0069,7.2777,202.504,7.233,-0.04470000000000063,-0.7989231649618453,-0.36524493,-0.00900051
35811,1.9403,0.0018,6.7846,185.376,6.7606,-0.02400000000000002,-0.5474590787462282,0.017730251,0.022525208
35812,4.5033,0.0044,6.9581,200.606,6.9298,-0.02829999999999977,-0.5996955797475354,-0.1924067,0.0052271727
35813,6.1273,0.0067,7.4343,218.798,7.3956,-0.0387000000000004,-0.7260350240297818,-0.355883,-0.008229855
35814,2.6889,0.0028,7.9778,4.0137,8.029,0.05119999999999969,0.36607228760226335,-0.0182776,0.019561118
35815,5.8149,0.0057,7.6067,22.4002,7.5929,-0.013799999999999812,-0.4235492391617224,-0.23764206,0.0015034918
35816,5.4722,0.0059,7.2003,21.0697,7.2054,0.00509999999999966,-0.19395159522573735,-0.20967849,0.0038053952
35817,2.3352,0.0023,7.7039,35.1981,7.8191,0.11519999999999975,1.1435457908775792,0.053971857,0.025508543
35818,1.7409,0.0021,7.5335,25.9742,7.5221,-0.011400000000000077,-0.3943939827889013,0.116228744,0.0306334
35819,1.5046,0.0026,7.4196,12.7152,7.3892,-0.030400000000000205,-0.625206429073762,0.07659595,0.027370911
35820,7.318,0.0072,6.9904,28.533,7.0177,0.027299999999999436,0.07573452622288482,-0.30812144,-0.004298225
35821,2.4449,0.0023,6.6636,21.0936,6.7167,0.05310000000000059,0.38915353223076027,0.10195057,0.029458052
35822,1.9858,0.0016,6.5688,46.4268,6.6895,0.12069999999999936,1.2103599200652968,0.20635295,0.03805224
35823,1.6177,0.0015,6.5088,31.7982,6.6103,0.1014999999999997,0.9771178690827065,0.25335056,0.041920982
35824,1.6195,0.0014,6.4352,88.8247,6.5384,0.10320000000000018,0.9977695090134628,0.24799967,0.041480508
35825,1.7264,0.0015,6.4854,62.174,6.6002,0.11479999999999979,1.138686581482109,0.23925495,0.040760662
35826,2.0075,0.0016,6.4847,69.8258,6.5605,0.07580000000000009,0.6649136654237174,0.19412138,0.03704536
35827,1.5159,0.0019,6.43,186.047,6.5088,0.0788000000000002,0.7013577358897493,0.038516477,0.024236288
35828,4.7203,0.0041,6.6288,203.673,6.6225,-0.006300000000000416,-0.33243906299665377,-0.14838627,0.008850843
35829,4.9517,0.0061,6.9328,192.05,6.9141,-0.01869999999999994,-0.48307455425624024,-0.26612622,-0.0008412637
35830,1.588,0.0013,7.7336,34.1652,7.9164,0.1828000000000003,1.9647521787121371,0.2662233,0.04298064
35831,2.1023,0.0024,7.6306,31.572,7.6753,0.04469999999999974,0.2871101349258648,0.059850946,0.025992498
35832,1.6305,0.0019,7.4754,24.6724,7.4613,-0.014100000000000001,-0.4271936462083277,0.15453641,0.033786807
35833,3.8691,0.0047,7.3363,19.7284,7.3123,-0.02400000000000002,-0.5474590787462282,-0.11550774,0.011557335
35834,5.8274,0.0061,6.7837,24.4224,6.8367,0.053000000000000824,0.3879387298818954,-0.1969497,0.004853202
35835,2.4784,0.0024,6.5642,30.9336,6.6213,0.05710000000000015,0.4377456261854621,0.10471226,0.029685387
35836,7.0521,0.0068,7.1597,33.9229,7.162,0.0022999999999999687,-0.22796606099402864,-0.29123598,-0.0029082485
35837,3.6422,0.0047,6.6513,15.4988,6.7035,0.052200000000000024,0.37822031109094423,-0.060358763,0.016097084
35838,2.092,0.0021,6.4816,30.6857,6.562,0.08040000000000003,0.72079457347163,0.142104,0.0327634
35839,1.4382,0.0013,6.4068,50.4966,6.5167,0.10990000000000055,1.0791612663876018,0.29928094,0.045701876
35840,1.5927,0.0014,6.3792,111.469,6.4707,0.09149999999999991,0.8556376341959411,0.21401389,0.03868287
35841,4.018,0.0036,6.4606,204.706,6.5193,0.058699999999999974,0.45718246376734284,-0.09333715,0.013382372
35842,2.8805,0.0034,6.7299,199.979,6.7267,-0.0031999999999996476,-0.2947801901817464,-0.11400662,0.011680904
35843,7.3611,0.008,7.071,226.278,7.0515,-0.01949999999999985,-0.4927929730471806,-0.43211734,-0.01450531
35844,3.2544,0.0034,6.5237,199.956,6.5091,-0.014599999999999724,-0.43326765795266275,-0.090987965,0.013575752
35845,2.3788,0.0027,7.496,3.2564,7.5185,0.022499999999999964,0.017424013477242612,0.028188527,0.023386113
35846,1.7988,0.0023,7.3442,359.861,7.3316,-0.012599999999999945,-0.4089716109753118,0.020682633,0.022768242
35847,4.5114,0.0044,7.0779,34.1141,7.0887,0.010800000000000587,-0.12470786134026836,-0.09179787,0.013509082
35848,3.9273,0.0036,7.7344,27.7641,7.8159,0.08150000000000013,0.7341573993091757,-0.084463075,0.014112867
35849,1.6091,0.0018,7.4916,5.3771,7.4744,-0.017199999999999882,-0.46485251902322433,0.15546349,0.033863124
35850,2.8706,0.0039,7.3325,13.5306,7.3096,-0.02289999999999992,-0.5340962529086826,-0.04866512,0.01705968
35851,5.6532,0.0049,6.8797,28.9502,6.9594,0.07969999999999988,0.7122909570295545,-0.13347363,0.01007842
35852,2.309,0.0022,6.7169,43.7784,6.7678,0.05090000000000039,0.3624278805556688,0.11708145,0.030703593
35853,2.0798,0.0019,6.6458,49.5015,6.7276,0.08179999999999943,0.7378018063557702,0.16814387,0.034906946
35854,2.1831,0.0021,6.5607,35.055,6.6167,0.05600000000000005,0.4243828003479164,0.1353242,0.0322053
35855,1.8065,0.0018,6.4267,59.0176,6.4698,0.043099999999999916,0.26767329734398404,0.19315954,0.036966182
35856,2.6821,0.0036,6.7365,21.3858,6.8073,0.07079999999999931,0.604173547980324,0.018009946,0.022548232
35857,2.0108,0.0018,6.6486,40.4365,6.733,0.08439999999999959,0.7693866674263318,0.17653635,0.035597797
35858,2.2026,0.0019,6.5633,39.4435,6.6597,0.09640000000000004,0.9151629492904589,0.15857223,0.03411903
35859,1.6853,0.0016,6.4879,44.7871,6.5648,0.07690000000000019,0.6782764912612632,0.23423634,0.04034754
35860,1.8895,0.002,6.4301,214.852,6.4528,0.0226999999999995,0.019853618174972307,0.026482329,0.023245662
35861,4.183,0.0047,6.6216,200.477,6.5918,-0.029799999999999827,-0.6179176149805513,-0.17706425,0.006490131
35862,3.2594,0.0033,6.514,207.977,6.5233,0.009299999999999642,-0.14292989657329502,-0.08140594,0.014364525
35863,5.2399,0.0057,6.8013,196.141,6.7666,-0.03469999999999995,-0.6774429300750692,-0.25057483,0.0004388932
35864,2.8216,0.0031,7.6116,32.7749,7.636,0.024399999999999977,0.040505258105728685,-0.017907187,0.019591609
35865,1.3526,0.0016,7.4641,10.26,7.4348,-0.029300000000000104,-0.6118436032362163,0.22123359,0.03927718
35866,6.9942,0.0067,7.1883,24.2505,7.1815,-0.006800000000000139,-0.3385130747409888,-0.28899717,-0.0027239546
35867,2.2604,0.0021,6.8716,19.0511,6.8886,0.017000000000000348,-0.049390115710475115,0.111960694,0.030282063
35868,2.2318,0.002,6.7745,32.2642,6.819,0.044500000000000206,0.2846805302281351,0.12845366,0.03163973
35869,2.0026,0.002,6.6862,31.5327,6.7088,0.02259999999999973,0.01863881582610746,0.14408897,0.032926794
35870,1.7523,0.0017,6.5626,75.2776,6.5804,0.01780000000000026,-0.039671696919534746,0.20653437,0.038067173
35871,2.6503,0.0032,6.6721,182.801,6.6461,-0.02600000000000069,-0.57175512572359,-0.08686654,0.013915019
35872,8.9961,0.0101,7.1066,205.584,7.0769,-0.02970000000000006,-0.6167028126316865,-0.58998907,-0.027500981
35873,4.7107,0.0048,6.6986,187.209,6.6782,-0.02039999999999953,-0.5037261941869858,-0.19340442,0.005145043
35874,1.2333,0.0019,7.3336,358.689,7.3199,-0.013700000000000045,-0.42233443681285754,0.093264356,0.02874302
35875,1.9775,0.0019,7.2339,4.2903,7.2221,-0.011800000000000033,-0.39925319218437144,0.114712045,0.030508548
35876,3.0371,0.003,7.055,19.4634,7.0234,-0.03160000000000007,-0.6397840572601725,0.019073114,0.02263575
35877,4.4583,0.0042,7.5109,15.0504,7.5891,0.07819999999999983,0.6940689217965386,-0.117223516,0.011416095
35878,1.0206,0.0013,7.3392,357.31,7.3161,-0.023100000000000342,-0.536525857606423,0.16746083,0.03485072
35879,2.526,0.0027,7.2006,24.0721,7.1902,-0.010399999999999743,-0.38224595930022043,0.04288733,0.024596088
35880,2.6506,0.003,6.9817,26.6775,6.9588,-0.02289999999999992,-0.5340962529086826,0.035945654,0.024024663
35881,2.1082,0.002,6.831,25.7207,6.8577,0.026699999999999946,0.06844571212968494,0.12885396,0.031672683
35882,2.4692,0.0023,6.7162,31.653,6.7524,0.03620000000000001,0.1838519352721153,0.1007368,0.029358136
35883,1.9503,0.002,6.6131,40.1584,6.6525,0.03939999999999966,0.22272561043587677,0.15993914,0.034231547
35884,2.3476,0.0022,6.5124,123.911,6.5247,0.012299999999999756,-0.10648582610726326,0.05679074,0.025740586
35885,3.5037,0.0034,6.8762,38.1421,6.8606,-0.015600000000000058,-0.4454156814413436,0.0049182624,0.021470552
35886,2.1723,0.0022,6.7418,38.7555,6.7949,0.05310000000000059,0.38915353223076027,0.12004112,0.030947227
35887,2.3097,0.0022,6.6329,33.7675,6.6803,0.047399999999999665,0.3199097983452912,0.119082585,0.030868322
35888,1.9646,0.0019,6.5174,45.9368,6.5602,0.04279999999999973,0.2640288902973787,0.17879039,0.035783343
35889,2.3954,0.0024,6.4663,180.954,6.4713,0.004999999999999893,-0.19516639757460222,-0.034010224,0.01826604
35890,5.3855,0.0055,6.794,189.255,6.7564,-0.03759999999999941,-0.7126721981922253,-0.2392865,0.0013681259
35891,1.8603,0.0019,7.1578,16.5645,7.146,-0.011800000000000033,-0.39925319218437144,0.13082871,0.03183524
35892,2.141,0.0025,7.0012,23.4287,6.9595,-0.041699999999999626,-0.7624790944958028,0.08278647,0.027880501
35893,2.4966,0.0024,6.8919,17.0705,6.8617,-0.030199999999999783,-0.6227768243760216,0.07981232,0.027635675
35894,2.2319,0.002,6.8137,2.1467,6.8144,0.000700000000000145,-0.24740289857590939,0.11914039,0.03087308
35895,2.3193,0.0016,6.7341,6.0195,6.7384,0.004300000000000637,-0.20367001401666693,0.14894074,0.033326183
35896,1.4391,0.0011,6.7224,121.963,6.7155,-0.006900000000000794,-0.33972787708986446,0.2928421,0.045171842
